scope_type;scope_value;feature;target;correlation;abs_correlation;n_observations;feature_label;feature_category;scope_type_label;scope;rank_abs_corr;rank_corr_desc;correlation_direction
hour;11;is_extreme_cold;consumption_mwh;-0,047306059479236356;0,047306059479236356;28126;Extreme Cold;Extreme Weather Flags;Hour;Hour | 11;13,0;21,0;Negative
hour;11;quarter;consumption_mwh;-0,034993520671693576;0,034993520671693576;28126;Quarter;Time Features;Hour;Hour | 11;14,0;20,0;Negative
hour;11;month;consumption_mwh;-0,030443224676221157;0,030443224676221157;28126;Month;Time Features;Hour;Hour | 11;15,0;19,0;Negative
hour;11;week_of_year;consumption_mwh;-0,029984419140250466;0,029984419140250466;28126;Week of Year;Time Features;Hour;Hour | 11;16,0;18,0;Negative
hour;11;precipitation_flag;consumption_mwh;0,02814923161279142;0,02814923161279142;28126;Precipitation Flag;Precipitation / Humidity;Hour;Hour | 11;17,0;9,0;Positive
hour;11;cdd;consumption_mwh;0,025979538320052214;0,025979538320052214;28126;Cooling Degree Days;Temperature / Thermal;Hour;Hour | 11;18,0;10,0;Positive
hour;11;is_extreme_heat;consumption_mwh;0,019848430190934317;0,019848430190934317;28126;Extreme Heat;Extreme Weather Flags;Hour;Hour | 11;19,0;11,0;Positive
hour;11;year;consumption_mwh;0,015364996520190476;0,015364996520190476;28126;Year;Time Features;Hour;Hour | 11;20,0;12,0;Positive
hour;11;heavy_precipitation_flag;consumption_mwh;-0,013826750217632416;0,013826750217632416;28126;Heavy Precipitation Flag;Precipitation / Humidity;Hour;Hour | 11;21,0;17,0;Negative
hour;11;temperature_2m;consumption_mwh;0,0077858401725153775;0,0077858401725153775;28126;Temperature;Temperature / Thermal;Hour;Hour | 11;22,0;13,0;Positive
hour;11;precipitation;consumption_mwh;-0,006377053929399479;0,006377053929399479;28126;Precipitation;Precipitation / Humidity;Hour;Hour | 11;23,0;16,0;Negative
hour;11;hdd;consumption_mwh;0,00022124734153364925;0,00022124734153364925;28126;Heating Degree Days;Temperature / Thermal;Hour;Hour | 11;24,0;14,0;Positive
hour;11;pressure_qnh;consumption_mwh;-5,774853729433621e-05;5,774853729433621e-05;28126;Pressure QNH;Atmospheric;Hour;Hour | 11;25,0;15,0;Negative
hour;12;consumption_lag_168h;consumption_mwh;0,9622219456808772;0,9622219456808772;28126;Consumption Lag (168h);Lag / Historical;Hour;Hour | 12;1,0;1,0;Positive
hour;12;consumption_lag_24h;consumption_mwh;0,9530088620291245;0,9530088620291245;28126;Consumption Lag (24h);Lag / Historical;Hour;Hour | 12;2,0;2,0;Positive
hour;12;pressure_station;consumption_mwh;0,4656453634973385;0,4656453634973385;28126;Station Pressure;Atmospheric;Hour;Hour | 12;3,0;3,0;Positive
hour;12;global_radiation;consumption_mwh;-0,1517160928188526;0,1517160928188526;28126;Global Radiation;Solar / Light;Hour;Hour | 12;4,0;25,0;Negative
hour;12;humidity_rel;consumption_mwh;0,13445993708500045;0,13445993708500045;28126;Relative Humidity;Precipitation / Humidity;Hour;Hour | 12;5,0;4,0;Positive
hour;12;sunshine_duration;consumption_mwh;-0,12210322622331934;0,12210322622331934;28126;Sunshine Duration;Solar / Light;Hour;Hour | 12;6,0;24,0;Negative
hour;12;dew_point;consumption_mwh;0,0991116127444152;0,0991116127444152;28126;Dew Point;Temperature / Thermal;Hour;Hour | 12;7,0;5,0;Positive
hour;12;wind_direction;consumption_mwh;0,08069590487896099;0,08069590487896099;28126;Wind Direction;Atmospheric;Hour;Hour | 12;8,0;6,0;Positive
hour;12;is_weekend;consumption_mwh;-0,07942673947499132;0,07942673947499132;28126;Weekend;Time Features;Hour;Hour | 12;9,0;23,0;Negative
hour;12;day_of_week;consumption_mwh;-0,06533812406927214;0,06533812406927214;28126;Day of Week;Time Features;Hour;Hour | 12;10,0;22,0;Negative
hour;12;is_extreme_cold;consumption_mwh;-0,055026777691031245;0,055026777691031245;28126;Extreme Cold;Extreme Weather Flags;Hour;Hour | 12;11,0;21,0;Negative
hour;12;vapour_pressure;consumption_mwh;0,05469811142806579;0,05469811142806579;28126;Vapour Pressure;Temperature / Thermal;Hour;Hour | 12;12,0;7,0;Positive
hour;12;quarter;consumption_mwh;-0,035692160676045345;0,035692160676045345;28126;Quarter;Time Features;Hour;Hour | 12;13,0;20,0;Negative
hour;12;cdd;consumption_mwh;0,03153285630879793;0,03153285630879793;28126;Cooling Degree Days;Temperature / Thermal;Hour;Hour | 12;14,0;8,0;Positive
hour;12;wind_speed;consumption_mwh;0,031043278259494194;0,031043278259494194;28126;Wind Speed;Atmospheric;Hour;Hour | 12;15,0;9,0;Positive
hour;12;month;consumption_mwh;-0,03099137842415879;0,03099137842415879;28126;Month;Time Features;Hour;Hour | 12;16,0;19,0;Negative
hour;12;week_of_year;consumption_mwh;-0,03085798875986876;0,03085798875986876;28126;Week of Year;Time Features;Hour;Hour | 12;17,0;18,0;Negative
hour;12;precipitation_flag;consumption_mwh;0,029441032389185336;0,029441032389185336;28126;Precipitation Flag;Precipitation / Humidity;Hour;Hour | 12;18,0;10,0;Positive
hour;12;year;consumption_mwh;0,02623927801207464;0,02623927801207464;28126;Year;Time Features;Hour;Hour | 12;19,0;11,0;Positive
hour;12;is_extreme_heat;consumption_mwh;0,025019409703306062;0,025019409703306062;28126;Extreme Heat;Extreme Weather Flags;Hour;Hour | 12;20,0;12,0;Positive
hour;12;heavy_precipitation_flag;consumption_mwh;-0,012261630972814247;0,012261630972814247;28126;Heavy Precipitation Flag;Precipitation / Humidity;Hour;Hour | 12;21,0;17,0;Negative
hour;12;temperature_2m;consumption_mwh;0,010711166257609577;0,010711166257609577;28126;Temperature;Temperature / Thermal;Hour;Hour | 12;22,0;13,0;Positive
hour;12;precipitation;consumption_mwh;0,0014856118200063644;0,0014856118200063644;28126;Precipitation;Precipitation / Humidity;Hour;Hour | 12;23,0;14,0;Positive
hour;12;pressure_qnh;consumption_mwh;0,0004092746409192798;0,0004092746409192798;28126;Pressure QNH;Atmospheric;Hour;Hour | 12;24,0;15,0;Positive
hour;12;hdd;consumption_mwh;6,635905500387406e-05;6,635905500387406e-05;28126;Heating Degree Days;Temperature / Thermal;Hour;Hour | 12;25,0;16,0;Positive
hour;13;consumption_lag_168h;consumption_mwh;0,9576685906830524;0,9576685906830524;28126;Consumption Lag (168h);Lag / Historical;Hour;Hour | 13;1,0;1,0;Positive
hour;13;consumption_lag_24h;consumption_mwh;0,9519119341977376;0,9519119341977376;28126;Consumption Lag (24h);Lag / Historical;Hour;Hour | 13;2,0;2,0;Positive
hour;13;pressure_station;consumption_mwh;0,45219821322175086;0,45219821322175086;28126;Station Pressure;Atmospheric;Hour;Hour | 13;3,0;3,0;Positive
hour;13;global_radiation;consumption_mwh;-0,12373042691374367;0,12373042691374367;28126;Global Radiation;Solar / Light;Hour;Hour | 13;4,0;25,0;Negative
hour;13;humidity_rel;consumption_mwh;0,11263803025339879;0,11263803025339879;28126;Relative Humidity;Precipitation / Humidity;Hour;Hour | 13;5,0;4,0;Positive
hour;13;sunshine_duration;consumption_mwh;-0,10807016855296563;0,10807016855296563;28126;Sunshine Duration;Solar / Light;Hour;Hour | 13;6,0;24,0;Negative
hour;13;dew_point;consumption_mwh;0,09073160754959754;0,09073160754959754;28126;Dew Point;Temperature / Thermal;Hour;Hour | 13;7,0;5,0;Positive
hour;13;wind_direction;consumption_mwh;0,07468148611028325;0,07468148611028325;28126;Wind Direction;Atmospheric;Hour;Hour | 13;8,0;6,0;Positive
hour;13;is_weekend;consumption_mwh;-0,06882317835159607;0,06882317835159607;28126;Weekend;Time Features;Hour;Hour | 13;9,0;23,0;Negative
hour;13;day_of_week;consumption_mwh;-0,0577767093176654;0,0577767093176654;28126;Day of Week;Time Features;Hour;Hour | 13;10,0;22,0;Negative
hour;13;is_extreme_cold;consumption_mwh;-0,05536239538815415;0,05536239538815415;28126;Extreme Cold;Extreme Weather Flags;Hour;Hour | 13;11,0;21,0;Negative
hour;13;vapour_pressure;consumption_mwh;0,044536294992568566;0,044536294992568566;28126;Vapour Pressure;Temperature / Thermal;Hour;Hour | 13;12,0;7,0;Positive
hour;13;cdd;consumption_mwh;0,04053195378626172;0,04053195378626172;28126;Cooling Degree Days;Temperature / Thermal;Hour;Hour | 13;13,0;8,0;Positive
hour;13;is_extreme_heat;consumption_mwh;0,03671937970803697;0,03671937970803697;28126;Extreme Heat;Extreme Weather Flags;Hour;Hour | 13;14,0;9,0;Positive
hour;13;quarter;consumption_mwh;-0,03554982361643186;0,03554982361643186;28126;Quarter;Time Features;Hour;Hour | 13;15,0;20,0;Negative
hour;13;week_of_year;consumption_mwh;-0,03091412370662569;0,03091412370662569;28126;Week of Year;Time Features;Hour;Hour | 13;16,0;19,0;Negative
hour;13;month;consumption_mwh;-0,030904534819889428;0,030904534819889428;28126;Month;Time Features;Hour;Hour | 13;17,0;18,0;Negative
hour;13;year;consumption_mwh;0,030213621148887926;0,030213621148887926;28126;Year;Time Features;Hour;Hour | 13;18,0;10,0;Positive
hour;13;precipitation_flag;consumption_mwh;0,02921536606364007;0,02921536606364007;28126;Precipitation Flag;Precipitation / Humidity;Hour;Hour | 13;19,0;11,0;Positive
hour;13;heavy_precipitation_flag;consumption_mwh;-0,014921388899344384;0,014921388899344384;28126;Heavy Precipitation Flag;Precipitation / Humidity;Hour;Hour | 13;20,0;17,0;Negative
hour;13;temperature_2m;consumption_mwh;0,01472034296179107;0,01472034296179107;28126;Temperature;Temperature / Thermal;Hour;Hour | 13;21,0;12,0;Positive
hour;13;wind_speed;consumption_mwh;0,011990288681128341;0,011990288681128341;28126;Wind Speed;Atmospheric;Hour;Hour | 13;22,0;13,0;Positive
hour;13;precipitation;consumption_mwh;-0,002749787853293809;0,002749787853293809;28126;Precipitation;Precipitation / Humidity;Hour;Hour | 13;23,0;16,0;Negative
hour;13;pressure_qnh;consumption_mwh;-0,0001975109644677465;0,0001975109644677465;28126;Pressure QNH;Atmospheric;Hour;Hour | 13;24,0;15,0;Negative
hour;13;hdd;consumption_mwh;0,00011177026792770038;0,00011177026792770038;28126;Heating Degree Days;Temperature / Thermal;Hour;Hour | 13;25,0;14,0;Positive
hour;14;consumption_lag_168h;consumption_mwh;0,954417407393185;0,954417407393185;28126;Consumption Lag (168h);Lag / Historical;Hour;Hour | 14;1,0;1,0;Positive
hour;14;consumption_lag_24h;consumption_mwh;0,9480861613828324;0,9480861613828324;28126;Consumption Lag (24h);Lag / Historical;Hour;Hour | 14;2,0;2,0;Positive
hour;14;pressure_station;consumption_mwh;0,4470721234752378;0,4470721234752378;28126;Station Pressure;Atmospheric;Hour;Hour | 14;3,0;3,0;Positive
hour;14;dew_point;consumption_mwh;0,09274079968705078;0,09274079968705078;28126;Dew Point;Temperature / Thermal;Hour;Hour | 14;4,0;4,0;Positive
hour;14;sunshine_duration;consumption_mwh;-0,092393688107441;0,092393688107441;28126;Sunshine Duration;Solar / Light;Hour;Hour | 14;5,0;25,0;Negative
hour;14;global_radiation;consumption_mwh;-0,09195762648113444;0,09195762648113444;28126;Global Radiation;Solar / Light;Hour;Hour | 14;6,0;24,0;Negative
hour;14;humidity_rel;consumption_mwh;0,08968038124294864;0,08968038124294864;28126;Relative Humidity;Precipitation / Humidity;Hour;Hour | 14;7,0;5,0;Positive
hour;14;is_weekend;consumption_mwh;-0,0729179776287057;0,0729179776287057;28126;Weekend;Time Features;Hour;Hour | 14;8,0;23,0;Negative
hour;14;wind_direction;consumption_mwh;0,07044447448743489;0,07044447448743489;28126;Wind Direction;Atmospheric;Hour;Hour | 14;9,0;6,0;Positive
hour;14;day_of_week;consumption_mwh;-0,062242248172518125;0,062242248172518125;28126;Day of Week;Time Features;Hour;Hour | 14;10,0;22,0;Negative
hour;14;is_extreme_cold;consumption_mwh;-0,06120319396946013;0,06120319396946013;28126;Extreme Cold;Extreme Weather Flags;Hour;Hour | 14;11,0;21,0;Negative
hour;14;cdd;consumption_mwh;0,056393170124170514;0,056393170124170514;28126;Cooling Degree Days;Temperature / Thermal;Hour;Hour | 14;12,0;7,0;Positive
hour;14;is_extreme_heat;consumption_mwh;0,04785449129518828;0,04785449129518828;28126;Extreme Heat;Extreme Weather Flags;Hour;Hour | 14;13,0;8,0;Positive
hour;14;vapour_pressure;consumption_mwh;0,04552975432540822;0,04552975432540822;28126;Vapour Pressure;Temperature / Thermal;Hour;Hour | 14;14,0;9,0;Positive
hour;14;quarter;consumption_mwh;-0,03371395771647714;0,03371395771647714;28126;Quarter;Time Features;Hour;Hour | 14;15,0;20,0;Negative
hour;14;temperature_2m;consumption_mwh;0,03116208078318039;0,03116208078318039;28126;Temperature;Temperature / Thermal;Hour;Hour | 14;16,0;10,0;Positive
hour;14;month;consumption_mwh;-0,029059908905904146;0,029059908905904146;28126;Month;Time Features;Hour;Hour | 14;17,0;19,0;Negative
hour;14;week_of_year;consumption_mwh;-0,028859761149852056;0,028859761149852056;28126;Week of Year;Time Features;Hour;Hour | 14;18,0;18,0;Negative
hour;14;precipitation_flag;consumption_mwh;0,028202046940042278;0,028202046940042278;28126;Precipitation Flag;Precipitation / Humidity;Hour;Hour | 14;19,0;11,0;Positive
hour;14;year;consumption_mwh;0,02219649763297382;0,02219649763297382;28126;Year;Time Features;Hour;Hour | 14;20,0;12,0;Positive
hour;14;heavy_precipitation_flag;consumption_mwh;-0,018941777411588884;0,018941777411588884;28126;Heavy Precipitation Flag;Precipitation / Humidity;Hour;Hour | 14;21,0;17,0;Negative
hour;14;hdd;consumption_mwh;-0,013161219528007721;0,013161219528007721;28126;Heating Degree Days;Temperature / Thermal;Hour;Hour | 14;22,0;16,0;Negative
hour;14;wind_speed;consumption_mwh;0,005868823654676398;0,005868823654676398;28126;Wind Speed;Atmospheric;Hour;Hour | 14;23,0;13,0;Positive
hour;14;precipitation;consumption_mwh;-0,0055256444042869205;0,0055256444042869205;28126;Precipitation;Precipitation / Humidity;Hour;Hour | 14;24,0;15,0;Negative
hour;14;pressure_qnh;consumption_mwh;-0,0027903919033094578;0,0027903919033094578;28126;Pressure QNH;Atmospheric;Hour;Hour | 14;25,0;14,0;Negative
hour;15;consumption_lag_168h;consumption_mwh;0,9548253655124447;0,9548253655124447;28126;Consumption Lag (168h);Lag / Historical;Hour;Hour | 15;1,0;1,0;Positive
hour;15;consumption_lag_24h;consumption_mwh;0,9487993187994979;0,9487993187994979;28126;Consumption Lag (24h);Lag / Historical;Hour;Hour | 15;2,0;2,0;Positive
hour;15;pressure_station;consumption_mwh;0,451647560235351;0,451647560235351;28126;Station Pressure;Atmospheric;Hour;Hour | 15;3,0;3,0;Positive
hour;15;dew_point;consumption_mwh;0,0947032879361989;0,0947032879361989;28126;Dew Point;Temperature / Thermal;Hour;Hour | 15;4,0;4,0;Positive
hour;15;humidity_rel;consumption_mwh;0,07545939775435564;0,07545939775435564;28126;Relative Humidity;Precipitation / Humidity;Hour;Hour | 15;5,0;5,0;Positive
hour;15;is_weekend;consumption_mwh;-0,07047756360898427;0,07047756360898427;28126;Weekend;Time Features;Hour;Hour | 15;6,0;25,0;Negative
hour;15;is_extreme_cold;consumption_mwh;-0,06942719278567092;0,06942719278567092;28126;Extreme Cold;Extreme Weather Flags;Hour;Hour | 15;7,0;24,0;Negative
hour;15;sunshine_duration;consumption_mwh;-0,06607595185374597;0,06607595185374597;28126;Sunshine Duration;Solar / Light;Hour;Hour | 15;8,0;23,0;Negative
hour;15;cdd;consumption_mwh;0,0654554818570103;0,0654554818570103;28126;Cooling Degree Days;Temperature / Thermal;Hour;Hour | 15;9,0;6,0;Positive
hour;15;global_radiation;consumption_mwh;-0,0627902876019749;0,0627902876019749;28126;Global Radiation;Solar / Light;Hour;Hour | 15;10,0;22,0;Negative
hour;15;day_of_week;consumption_mwh;-0,061759696240847796;0,061759696240847796;28126;Day of Week;Time Features;Hour;Hour | 15;11,0;21,0;Negative
hour;15;is_extreme_heat;consumption_mwh;0,05353479995181182;0,05353479995181182;28126;Extreme Heat;Extreme Weather Flags;Hour;Hour | 15;12,0;7,0;Positive
hour;15;vapour_pressure;consumption_mwh;0,046626543411295504;0,046626543411295504;28126;Vapour Pressure;Temperature / Thermal;Hour;Hour | 15;13,0;8,0;Positive
hour;15;temperature_2m;consumption_mwh;0,043590053788116374;0,043590053788116374;28126;Temperature;Temperature / Thermal;Hour;Hour | 15;14,0;9,0;Positive
hour;15;wind_direction;consumption_mwh;0,033536333029250555;0,033536333029250555;28126;Wind Direction;Atmospheric;Hour;Hour | 15;15,0;10,0;Positive
hour;15;quarter;consumption_mwh;-0,02970462983694053;0,02970462983694053;28126;Quarter;Time Features;Hour;Hour | 15;16,0;20,0;Negative
hour;15;month;consumption_mwh;-0,025329312611155126;0,025329312611155126;28126;Month;Time Features;Hour;Hour | 15;17,0;19,0;Negative
hour;15;week_of_year;consumption_mwh;-0,025319175998807408;0,025319175998807408;28126;Week of Year;Time Features;Hour;Hour | 15;18,0;18,0;Negative
hour;15;hdd;consumption_mwh;-0,025246154687995872;0,025246154687995872;28126;Heating Degree Days;Temperature / Thermal;Hour;Hour | 15;19,0;17,0;Negative
hour;15;precipitation_flag;consumption_mwh;0,015755625473918795;0,015755625473918795;28126;Precipitation Flag;Precipitation / Humidity;Hour;Hour | 15;20,0;11,0;Positive
hour;15;heavy_precipitation_flag;consumption_mwh;-0,015700330147428512;0,015700330147428512;28126;Heavy Precipitation Flag;Precipitation / Humidity;Hour;Hour | 15;21,0;16,0;Negative
hour;15;year;consumption_mwh;0,015456986625273247;0,015456986625273247;28126;Year;Time Features;Hour;Hour | 15;22,0;12,0;Positive
hour;15;precipitation;consumption_mwh;-0,014508878655935649;0,014508878655935649;28126;Precipitation;Precipitation / Humidity;Hour;Hour | 15;23,0;15,0;Negative
hour;15;wind_speed;consumption_mwh;0,011275078414131728;0,011275078414131728;28126;Wind Speed;Atmospheric;Hour;Hour | 15;24,0;13,0;Positive
hour;15;pressure_qnh;consumption_mwh;-0,006882670964214347;0,006882670964214347;28126;Pressure QNH;Atmospheric;Hour;Hour | 15;25,0;14,0;Negative
hour;16;consumption_lag_168h;consumption_mwh;0,9595905386089347;0,9595905386089347;28126;Consumption Lag (168h);Lag / Historical;Hour;Hour | 16;1,0;1,0;Positive
hour;16;consumption_lag_24h;consumption_mwh;0,9548642312494605;0,9548642312494605;28126;Consumption Lag (24h);Lag / Historical;Hour;Hour | 16;2,0;2,0;Positive
hour;16;pressure_station;consumption_mwh;0,462232102125252;0,462232102125252;28126;Station Pressure;Atmospheric;Hour;Hour | 16;3,0;3,0;Positive
hour;16;dew_point;consumption_mwh;0,08809263501696873;0,08809263501696873;28126;Dew Point;Temperature / Thermal;Hour;Hour | 16;4,0;4,0;Positive
hour;16;humidity_rel;consumption_mwh;0,08276493744831127;0,08276493744831127;28126;Relative Humidity;Precipitation / Humidity;Hour;Hour | 16;5,0;5,0;Positive
hour;16;is_weekend;consumption_mwh;-0,0677136467130978;0,0677136467130978;28126;Weekend;Time Features;Hour;Hour | 16;6,0;25,0;Negative
hour;16;is_extreme_cold;consumption_mwh;-0,06451295846777719;0,06451295846777719;28126;Extreme Cold;Extreme Weather Flags;Hour;Hour | 16;7,0;24,0;Negative
hour;16;day_of_week;consumption_mwh;-0,061313300788783484;0,061313300788783484;28126;Day of Week;Time Features;Hour;Hour | 16;8,0;23,0;Negative
hour;16;cdd;consumption_mwh;0,0591742079738982;0,0591742079738982;28126;Cooling Degree Days;Temperature / Thermal;Hour;Hour | 16;9,0;6,0;Positive
hour;16;global_radiation;consumption_mwh;-0,04819234856016553;0,04819234856016553;28126;Global Radiation;Solar / Light;Hour;Hour | 16;10,0;22,0;Negative
hour;16;is_extreme_heat;consumption_mwh;0,04688862165373803;0,04688862165373803;28126;Extreme Heat;Extreme Weather Flags;Hour;Hour | 16;11,0;7,0;Positive
hour;16;vapour_pressure;consumption_mwh;0,039199831988194066;0,039199831988194066;28126;Vapour Pressure;Temperature / Thermal;Hour;Hour | 16;12,0;8,0;Positive
hour;16;temperature_2m;consumption_mwh;0,03741600013294407;0,03741600013294407;28126;Temperature;Temperature / Thermal;Hour;Hour | 16;13,0;9,0;Positive
hour;16;quarter;consumption_mwh;-0,02382322345610312;0,02382322345610312;28126;Quarter;Time Features;Hour;Hour | 16;14,0;21,0;Negative
hour;16;hdd;consumption_mwh;-0,02097745075038815;0,02097745075038815;28126;Heating Degree Days;Temperature / Thermal;Hour;Hour | 16;15,0;20,0;Negative
hour;16;week_of_year;consumption_mwh;-0,01980348098554996;0,01980348098554996;28126;Week of Year;Time Features;Hour;Hour | 16;16,0;19,0;Negative
hour;16;month;consumption_mwh;-0,019375746008409227;0,019375746008409227;28126;Month;Time Features;Hour;Hour | 16;17,0;18,0;Negative
hour;16;precipitation_flag;consumption_mwh;0,016929653264401403;0,016929653264401403;28126;Precipitation Flag;Precipitation / Humidity;Hour;Hour | 16;18,0;10,0;Positive
hour;16;sunshine_duration;consumption_mwh;-0,016679093061681225;0,016679093061681225;28126;Sunshine Duration;Solar / Light;Hour;Hour | 16;19,0;17,0;Negative
hour;16;heavy_precipitation_flag;consumption_mwh;-0,01572169690775673;0,01572169690775673;28126;Heavy Precipitation Flag;Precipitation / Humidity;Hour;Hour | 16;20,0;16,0;Negative
hour;16;wind_speed;consumption_mwh;0,013867034129135139;0,013867034129135139;28126;Wind Speed;Atmospheric;Hour;Hour | 16;21,0;11,0;Positive
hour;16;precipitation;consumption_mwh;-0,012382140861959098;0,012382140861959098;28126;Precipitation;Precipitation / Humidity;Hour;Hour | 16;22,0;15,0;Negative
hour;16;pressure_qnh;consumption_mwh;-0,010170527423302959;0,010170527423302959;28126;Pressure QNH;Atmospheric;Hour;Hour | 16;23,0;14,0;Negative
hour;16;year;consumption_mwh;0,005155099897994668;0,005155099897994668;28126;Year;Time Features;Hour;Hour | 16;24,0;12,0;Positive
hour;16;wind_direction;consumption_mwh;0,0017386964268008135;0,0017386964268008135;28126;Wind Direction;Atmospheric;Hour;Hour | 16;25,0;13,0;Positive
hour;17;consumption_lag_168h;consumption_mwh;0,9681918820174313;0,9681918820174313;28126;Consumption Lag (168h);Lag / Historical;Hour;Hour | 17;1,0;1,0;Positive
hour;17;consumption_lag_24h;consumption_mwh;0,9669299271967433;0,9669299271967433;28126;Consumption Lag (24h);Lag / Historical;Hour;Hour | 17;2,0;2,0;Positive
hour;17;pressure_station;consumption_mwh;0,4797521344378401;0,4797521344378401;28126;Station Pressure;Atmospheric;Hour;Hour | 17;3,0;3,0;Positive
hour;17;humidity_rel;consumption_mwh;0,1083520171421971;0,1083520171421971;28126;Relative Humidity;Precipitation / Humidity;Hour;Hour | 17;4,0;4,0;Positive
hour;17;is_weekend;consumption_mwh;-0,06304916188573219;0,06304916188573219;28126;Weekend;Time Features;Hour;Hour | 17;5,0;25,0;Negative
hour;17;dew_point;consumption_mwh;0,06272591919637517;0,06272591919637517;28126;Dew Point;Temperature / Thermal;Hour;Hour | 17;6,0;5,0;Positive
hour;17;day_of_week;consumption_mwh;-0,055035587506243336;0,055035587506243336;28126;Day of Week;Time Features;Hour;Hour | 17;7,0;24,0;Negative
hour;17;is_extreme_cold;consumption_mwh;-0,05114720165967699;0,05114720165967699;28126;Extreme Cold;Extreme Weather Flags;Hour;Hour | 17;8,0;23,0;Negative
hour;17;cdd;consumption_mwh;0,03933960759986869;0,03933960759986869;28126;Cooling Degree Days;Temperature / Thermal;Hour;Hour | 17;9,0;6,0;Positive
hour;17;global_radiation;consumption_mwh;-0,038673235032408756;0,038673235032408756;28126;Global Radiation;Solar / Light;Hour;Hour | 17;10,0;22,0;Negative
hour;17;is_extreme_heat;consumption_mwh;0,03031613649390683;0,03031613649390683;28126;Extreme Heat;Extreme Weather Flags;Hour;Hour | 17;11,0;7,0;Positive
hour;17;wind_direction;consumption_mwh;-0,02575510320263465;0,02575510320263465;28126;Wind Direction;Atmospheric;Hour;Hour | 17;12,0;21,0;Negative
hour;17;heavy_precipitation_flag;consumption_mwh;-0,020522677955865435;0,020522677955865435;28126;Heavy Precipitation Flag;Precipitation / Humidity;Hour;Hour | 17;13,0;20,0;Negative
hour;17;quarter;consumption_mwh;-0,016747470988581595;0,016747470988581595;28126;Quarter;Time Features;Hour;Hour | 17;14,0;19,0;Negative
hour;17;vapour_pressure;consumption_mwh;0,014954245806350136;0,014954245806350136;28126;Vapour Pressure;Temperature / Thermal;Hour;Hour | 17;15,0;8,0;Positive
hour;17;pressure_qnh;consumption_mwh;-0,014597426398668862;0,014597426398668862;28126;Pressure QNH;Atmospheric;Hour;Hour | 17;16,0;18,0;Negative
hour;17;sunshine_duration;consumption_mwh;0,013563871351160108;0,013563871351160108;28126;Sunshine Duration;Solar / Light;Hour;Hour | 17;17,0;9,0;Positive
hour;17;precipitation_flag;consumption_mwh;0,013479024343963015;0,013479024343963015;28126;Precipitation Flag;Precipitation / Humidity;Hour;Hour | 17;18,0;10,0;Positive
hour;17;week_of_year;consumption_mwh;-0,013404154428799298;0,013404154428799298;28126;Week of Year;Time Features;Hour;Hour | 17;19,0;17,0;Negative
hour;17;month;consumption_mwh;-0,012803688981712401;0,012803688981712401;28126;Month;Time Features;Hour;Hour | 17;20,0;16,0;Negative
hour;17;wind_speed;consumption_mwh;0,012615351632923036;0,012615351632923036;28126;Wind Speed;Atmospheric;Hour;Hour | 17;21,0;11,0;Positive
hour;17;precipitation;consumption_mwh;-0,01072628840459349;0,01072628840459349;28126;Precipitation;Precipitation / Humidity;Hour;Hour | 17;22,0;15,0;Negative
hour;17;hdd;consumption_mwh;0,00920928061216039;0,00920928061216039;28126;Heating Degree Days;Temperature / Thermal;Hour;Hour | 17;23,0;12,0;Positive
hour;17;temperature_2m;consumption_mwh;0,005985326825234502;0,005985326825234502;28126;Temperature;Temperature / Thermal;Hour;Hour | 17;24,0;13,0;Positive
hour;17;year;consumption_mwh;-0,0012603670324740262;0,0012603670324740262;28126;Year;Time Features;Hour;Hour | 17;25,0;14,0;Negative
hour;18;consumption_lag_168h;consumption_mwh;0,9789457181343973;0,9789457181343973;28126;Consumption Lag (168h);Lag / Historical;Hour;Hour | 18;1,0;1,0;Positive
hour;18;consumption_lag_24h;consumption_mwh;0,9786309914209851;0,9786309914209851;28126;Consumption Lag (24h);Lag / Historical;Hour;Hour | 18;2,0;2,0;Positive
hour;18;pressure_station;consumption_mwh;0,49725099135672035;0,49725099135672035;28126;Station Pressure;Atmospheric;Hour;Hour | 18;3,0;3,0;Positive
hour;18;humidity_rel;consumption_mwh;0,13035485265716987;0,13035485265716987;28126;Relative Humidity;Precipitation / Humidity;Hour;Hour | 18;4,0;4,0;Positive
hour;18;is_weekend;consumption_mwh;-0,08082675972876535;0,08082675972876535;28126;Weekend;Time Features;Hour;Hour | 18;5,0;25,0;Negative
hour;18;day_of_week;consumption_mwh;-0,07042374528398818;0,07042374528398818;28126;Day of Week;Time Features;Hour;Hour | 18;6,0;24,0;Negative
hour;18;dew_point;consumption_mwh;0,042868051264430954;0,042868051264430954;28126;Dew Point;Temperature / Thermal;Hour;Hour | 18;7,0;5,0;Positive
hour;18;is_extreme_cold;consumption_mwh;-0,039690229036314535;0,039690229036314535;28126;Extreme Cold;Extreme Weather Flags;Hour;Hour | 18;8,0;23,0;Negative
hour;18;global_radiation;consumption_mwh;-0,03825263889313888;0,03825263889313888;28126;Global Radiation;Solar / Light;Hour;Hour | 18;9,0;22,0;Negative
hour;18;hdd;consumption_mwh;0,03086620468421;0,03086620468421;28126;Heating Degree Days;Temperature / Thermal;Hour;Hour | 18;10,0;6,0;Positive
hour;18;quarter;consumption_mwh;-0,028967875914266306;0,028967875914266306;28126;Quarter;Time Features;Hour;Hour | 18;11,0;21,0;Negative
